userID,productID,returned,return_date
251,43,1,2025-10-17 00:00:00
219,90,1,2025-11-07 00:00:00
148,143,0,N/A
286,129,0,N/A
149,19,1,2025-04-17 00:00:00
170,193,1,2025-10-29 00:00:00
199,134,0,N/A
244,47,0,N/A
210,79,0,N/A
282,106,1,2026-02-13 00:00:00
290,44,1,2025-05-23 00:00:00
278,200,0,N/A
277,78,0,N/A
138,185,1,2025-05-16 00:00:00
244,72,0,N/A
229,96,0,N/A
124,137,1,2025-09-13 00:00:00
211,21,1,2025-12-06 00:00:00
267,7,1,2025-06-25 00:00:00
287,47,1,2025-09-21 00:00:00
183,54,0,N/A
253,133,0,N/A
240,189,0,N/A
110,60,1,2025-07-26 00:00:00
115,36,0,N/A
120,104,1,2025-05-16 00:00:00
232,11,1,2025-09-19 00:00:00
176,141,1,2025-08-18 00:00:00
102,41,0,N/A
150,152,0,N/A
117,144,0,N/A
294,162,0,N/A
106,143,0,N/A
216,116,1,2025-10-26 00:00:00
192,55,0,N/A
109,128,1,2026-02-10 00:00:00
288,42,1,2025-04-09 00:00:00
186,26,0,N/A
201,119,1,2025-05-28 00:00:00
288,184,0,N/A
246,175,1,2025-12-31 00:00:00
136,200,0,N/A
246,122,0,N/A
150,21,0,N/A
274,23,0,N/A
299,141,1,2025-06-30 00:00:00
105,196,0,N/A
239,71,0,N/A
184,164,1,2025-12-06 00:00:00
179,11,0,N/A
297,166,1,2025-09-02 00:00:00
279,81,0,N/A
274,110,0,N/A
111,151,0,N/A
255,72,0,N/A
193,192,0,N/A
180,25,1,2025-10-29 00:00:00
257,29,0,N/A
148,132,0,N/A
209,17,0,N/A
200,27,0,N/A
234,34,1,2026-02-05 00:00:00
199,76,1,2026-03-14 00:00:00
238,74,0,N/A
232,120,0,N/A
193,163,0,N/A
142,38,1,2026-01-24 00:00:00
250,105,0,N/A
237,92,0,N/A
269,102,0,N/A
250,12,0,N/A
151,169,1,2025-09-30 00:00:00
181,71,1,2025-03-27 00:00:00
205,59,1,2025-04-02 00:00:00
282,141,0,N/A
236,18,1,2025-12-19 00:00:00
207,152,0,N/A
270,158,1,2025-08-18 00:00:00
148,120,1,2025-04-17 00:00:00
151,11,0,N/A
114,17,0,N/A
203,21,0,N/A
130,30,1,2025-05-04 00:00:00
116,194,0,N/A
118,190,1,2025-09-20 00:00:00
165,43,0,N/A
115,76,1,2026-01-24 00:00:00
115,59,1,2025-12-30 00:00:00
278,65,0,N/A
248,145,0,N/A
108,9,0,N/A
196,65,1,2026-01-15 00:00:00
210,14,1,2025-09-25 00:00:00
277,51,1,2025-03-27 00:00:00
136,128,1,2025-12-08 00:00:00
121,35,1,2025-04-30 00:00:00
153,181,1,2025-10-31 00:00:00
282,142,0,N/A
150,175,1,2025-07-08 00:00:00
193,117,1,2026-03-16 00:00:00
289,144,1,2026-01-22 00:00:00
118,129,0,N/A
118,41,0,N/A
213,112,1,2025-07-25 00:00:00
167,129,0,N/A
119,71,1,2025-10-02 00:00:00
157,131,1,2025-07-26 00:00:00
260,8,0,N/A
112,191,1,2025-11-30 00:00:00
280,46,0,N/A
112,96,1,2026-03-18 00:00:00
179,113,1,2025-10-04 00:00:00
194,88,1,2026-03-08 00:00:00
200,61,0,N/A
169,160,1,2025-04-28 00:00:00
182,191,0,N/A
155,181,1,2025-11-25 00:00:00
242,173,1,2026-01-06 00:00:00
285,77,1,2025-09-30 00:00:00
278,59,0,N/A
189,44,1,2026-03-08 00:00:00
166,94,0,N/A
242,187,0,N/A
190,123,1,2025-05-23 00:00:00
210,98,0,N/A
183,139,0,N/A
190,6,0,N/A
233,190,0,N/A
175,21,1,2025-10-09 00:00:00
187,1,0,N/A
243,11,0,N/A
258,3,0,N/A
130,147,0,N/A
201,83,1,2025-08-09 00:00:00
216,38,1,2026-01-14 00:00:00
294,38,0,N/A
281,64,1,2025-06-06 00:00:00
103,160,1,2026-02-01 00:00:00
175,73,0,N/A
260,24,1,2025-08-16 00:00:00
256,71,1,2025-04-21 00:00:00
160,27,0,N/A
113,52,1,2025-06-20 00:00:00
201,59,0,N/A
222,192,1,2025-04-10 00:00:00
141,47,0,N/A
299,95,0,N/A
218,47,1,2026-01-07 00:00:00
286,59,0,N/A
282,88,1,2025-04-09 00:00:00
186,152,1,2025-08-31 00:00:00
194,10,0,N/A
108,3,1,2025-11-30 00:00:00
109,171,1,2025-11-24 00:00:00
213,75,0,N/A
188,174,0,N/A
136,86,0,N/A
151,160,0,N/A
137,129,1,2025-08-20 00:00:00
104,94,0,N/A
158,52,1,2025-04-19 00:00:00
146,84,0,N/A
263,193,0,N/A
289,89,1,2025-05-03 00:00:00
150,83,0,N/A
127,37,0,N/A
239,122,1,2025-11-16 00:00:00
113,10,1,2025-05-08 00:00:00
235,131,1,2025-12-17 00:00:00
181,173,1,2025-05-19 00:00:00
231,78,0,N/A
139,78,0,N/A
133,51,1,2026-03-17 00:00:00
128,103,1,2025-09-04 00:00:00
300,108,0,N/A
114,17,0,N/A
288,131,0,N/A
173,12,0,N/A
225,153,1,2025-09-12 00:00:00
243,109,0,N/A
150,31,1,2025-05-12 00:00:00
294,59,1,2025-08-31 00:00:00
265,14,1,2026-02-05 00:00:00
283,171,0,N/A
109,98,0,N/A
193,34,1,2025-10-16 00:00:00
297,21,1,2026-03-10 00:00:00
173,34,0,N/A
137,54,0,N/A
169,119,0,N/A
208,80,0,N/A
247,34,1,2025-11-11 00:00:00
178,171,0,N/A
245,62,0,N/A
220,139,1,2025-09-04 00:00:00
113,152,1,2026-02-12 00:00:00
217,158,0,N/A
265,46,1,2025-04-23 00:00:00
166,158,0,N/A
230,117,0,N/A
250,52,0,N/A
212,92,0,N/A
205,121,0,N/A
286,83,0,N/A
140,173,1,2025-11-18 00:00:00
176,98,1,2025-09-04 00:00:00
267,19,0,N/A
222,45,0,N/A
142,118,0,N/A
136,175,0,N/A
228,74,0,N/A
162,184,0,N/A
238,119,1,2025-04-26 00:00:00
121,192,1,2025-09-05 00:00:00
187,148,1,2026-01-18 00:00:00
100,38,0,N/A
211,37,1,2025-12-13 00:00:00
115,112,0,N/A
208,92,1,2025-07-13 00:00:00
270,86,0,N/A
163,76,1,2025-05-24 00:00:00
257,96,1,2025-08-13 00:00:00
270,40,0,N/A
221,127,0,N/A
170,71,0,N/A
127,48,1,2025-04-09 00:00:00
133,170,0,N/A
217,135,1,2025-11-11 00:00:00
171,50,0,N/A
231,125,0,N/A
183,35,0,N/A
210,153,1,2026-01-16 00:00:00
220,108,0,N/A
150,194,1,2025-08-29 00:00:00
207,140,0,N/A
142,158,1,2026-02-23 00:00:00
281,79,1,2025-05-07 00:00:00
282,87,0,N/A
139,135,1,2025-10-12 00:00:00
288,43,1,2025-08-21 00:00:00
133,173,1,2025-05-09 00:00:00
282,121,0,N/A
114,72,1,2025-07-25 00:00:00
267,165,0,N/A
180,58,0,N/A
172,62,1,2026-01-12 00:00:00
271,98,1,2025-05-11 00:00:00
156,192,1,2025-11-02 00:00:00
262,165,1,2025-10-08 00:00:00
149,73,1,2025-06-22 00:00:00
147,99,0,N/A
199,101,0,N/A
292,61,1,2026-02-11 00:00:00
113,60,0,N/A
262,45,1,2025-06-22 00:00:00
141,124,1,2025-05-21 00:00:00
231,37,0,N/A
141,142,0,N/A
177,191,1,2025-09-12 00:00:00
126,62,0,N/A
208,96,1,2025-07-27 00:00:00
280,133,1,2025-12-22 00:00:00
169,94,0,N/A
192,124,1,2025-03-30 00:00:00
109,68,0,N/A
175,64,0,N/A
136,119,0,N/A
118,72,1,2025-07-01 00:00:00
255,140,0,N/A
171,50,0,N/A
165,63,1,2025-05-01 00:00:00
281,25,0,N/A
210,71,0,N/A
257,195,1,2026-01-13 00:00:00
250,76,0,N/A
134,124,1,2025-06-27 00:00:00
192,181,1,2025-07-11 00:00:00
113,154,1,2025-06-01 00:00:00
176,86,0,N/A
139,200,1,2025-03-24 00:00:00
268,8,0,N/A
144,45,0,N/A
161,130,1,2025-10-15 00:00:00
206,51,0,N/A
136,97,0,N/A
220,167,0,N/A
216,59,1,2025-04-25 00:00:00
250,103,1,2026-02-06 00:00:00
270,12,0,N/A
289,90,0,N/A
272,126,0,N/A
120,132,0,N/A
295,80,0,N/A
176,95,1,2025-05-31 00:00:00
140,193,1,2025-04-19 00:00:00
123,173,0,N/A
201,159,1,2025-04-22 00:00:00
271,32,0,N/A
268,160,1,2025-12-30 00:00:00
160,143,0,N/A
253,148,0,N/A
125,132,1,2025-04-26 00:00:00
247,114,1,2025-05-20 00:00:00
203,120,1,2025-06-23 00:00:00
119,123,0,N/A
288,129,0,N/A
281,105,0,N/A
295,102,1,2026-01-18 00:00:00
223,37,1,2025-12-28 00:00:00
207,140,0,N/A
157,118,1,2025-11-24 00:00:00
269,116,0,N/A
292,75,0,N/A
207,139,0,N/A
279,97,1,2025-12-16 00:00:00
267,93,0,N/A
245,91,0,N/A
250,170,1,2025-06-06 00:00:00
131,148,0,N/A
259,150,1,2025-06-25 00:00:00
103,11,1,2025-07-25 00:00:00
208,32,0,N/A
244,45,0,N/A
193,118,0,N/A
156,165,1,2026-02-11 00:00:00
135,120,1,2026-02-25 00:00:00
109,41,1,2025-12-19 00:00:00
280,52,1,2025-11-23 00:00:00
140,178,1,2026-01-29 00:00:00
190,64,1,2025-11-05 00:00:00
283,50,0,N/A
166,137,1,2025-04-15 00:00:00
113,111,1,2025-06-18 00:00:00
221,118,1,2026-02-14 00:00:00
177,147,1,2025-07-10 00:00:00
170,81,1,2025-04-15 00:00:00
284,161,0,N/A
297,103,1,2025-06-02 00:00:00
276,68,1,2025-06-23 00:00:00
119,84,0,N/A
235,133,1,2025-06-10 00:00:00
151,40,0,N/A
292,4,1,2025-10-12 00:00:00
221,185,0,N/A
194,103,1,2025-06-08 00:00:00
213,195,0,N/A
129,130,0,N/A
275,155,1,2026-01-12 00:00:00
157,17,1,2025-06-15 00:00:00
200,109,0,N/A
252,197,0,N/A
180,69,0,N/A
180,149,1,2026-01-04 00:00:00
153,51,0,N/A
122,85,1,2025-10-26 00:00:00
109,170,0,N/A
261,21,1,2025-04-16 00:00:00
108,77,0,N/A
157,143,1,2025-07-25 00:00:00
102,46,0,N/A
242,158,1,2025-12-24 00:00:00
126,45,0,N/A
270,116,1,2025-06-03 00:00:00
204,174,0,N/A
268,92,1,2025-10-17 00:00:00
276,24,0,N/A
292,140,0,N/A
122,31,0,N/A
156,123,0,N/A
179,32,1,2025-08-14 00:00:00
143,74,1,2026-01-13 00:00:00
213,57,1,2025-10-21 00:00:00
290,148,1,2025-08-23 00:00:00
181,28,1,2025-09-22 00:00:00
263,41,0,N/A
219,97,0,N/A
293,50,1,2025-06-14 00:00:00
230,73,0,N/A
280,193,0,N/A
156,42,1,2026-02-07 00:00:00
185,157,1,2025-07-14 00:00:00
137,6,1,2026-01-23 00:00:00
162,20,0,N/A
267,13,1,2025-07-17 00:00:00
162,146,0,N/A
147,110,0,N/A
111,193,1,2026-01-01 00:00:00
220,188,1,2025-04-13 00:00:00
291,161,1,2025-12-05 00:00:00
181,152,0,N/A
142,28,1,2026-01-05 00:00:00
204,192,1,2026-01-05 00:00:00
228,198,1,2025-10-11 00:00:00
188,157,0,N/A
252,83,0,N/A
126,183,1,2025-12-30 00:00:00
210,90,1,2025-11-07 00:00:00
134,35,0,N/A
206,53,1,2026-02-02 00:00:00
297,176,0,N/A
237,10,1,2025-12-05 00:00:00
152,136,1,2025-10-30 00:00:00
178,115,0,N/A
159,137,1,2025-06-17 00:00:00
134,74,1,2025-09-07 00:00:00
136,26,0,N/A
286,96,0,N/A
290,151,1,2025-09-24 00:00:00
123,21,1,2025-10-05 00:00:00
196,182,0,N/A
246,196,0,N/A
129,25,1,2025-04-28 00:00:00
113,91,0,N/A
148,72,1,2025-12-29 00:00:00
102,44,0,N/A
262,184,1,2025-12-25 00:00:00
236,126,0,N/A
153,93,1,2025-09-18 00:00:00
267,48,0,N/A
147,191,1,2025-08-26 00:00:00
220,40,0,N/A
237,74,0,N/A
111,44,1,2025-07-24 00:00:00
227,28,0,N/A
268,184,1,2025-06-23 00:00:00
259,48,1,2025-04-23 00:00:00
300,46,1,2026-02-09 00:00:00
157,185,0,N/A
130,13,1,2025-05-16 00:00:00
174,33,0,N/A
186,29,1,2025-06-06 00:00:00
165,15,1,2025-12-17 00:00:00
290,135,0,N/A
137,10,0,N/A
201,98,0,N/A
235,11,1,2025-07-03 00:00:00
105,58,0,N/A
158,93,0,N/A
296,132,1,2026-03-04 00:00:00
168,150,1,2025-08-16 00:00:00
224,19,0,N/A
231,68,0,N/A
142,104,0,N/A
251,53,1,2025-12-07 00:00:00
166,56,1,2025-10-20 00:00:00
174,73,1,2025-03-28 00:00:00
295,175,0,N/A
121,47,0,N/A
164,200,1,2025-08-01 00:00:00
167,5,0,N/A
162,120,1,2025-12-13 00:00:00
154,178,0,N/A
266,103,0,N/A
164,107,0,N/A
210,89,0,N/A
177,42,0,N/A
199,115,1,2026-02-04 00:00:00
124,59,1,2025-12-23 00:00:00
214,12,0,N/A
154,57,1,2026-01-05 00:00:00
288,33,0,N/A
139,19,0,N/A
275,146,1,2026-02-12 00:00:00
112,185,0,N/A
228,174,0,N/A
211,32,1,2025-12-12 00:00:00
133,30,1,2025-08-03 00:00:00
162,27,0,N/A
247,63,0,N/A
128,131,1,2025-06-27 00:00:00
112,125,1,2025-10-25 00:00:00
167,12,0,N/A
140,8,1,2025-04-21 00:00:00
270,147,0,N/A
187,58,0,N/A
110,28,1,2025-06-18 00:00:00
269,67,0,N/A
163,102,0,N/A
162,63,1,2025-09-25 00:00:00
113,140,1,2025-05-19 00:00:00
289,167,1,2026-03-08 00:00:00
291,19,0,N/A
294,138,1,2026-01-27 00:00:00
225,34,0,N/A
291,176,0,N/A
171,56,1,2025-07-14 00:00:00
173,99,0,N/A
223,156,1,2025-12-18 00:00:00
224,39,0,N/A
121,200,0,N/A
133,105,1,2025-06-04 00:00:00
278,57,0,N/A
294,31,1,2025-06-08 00:00:00
276,44,0,N/A
235,155,1,2025-11-15 00:00:00
244,5,0,N/A
115,192,1,2026-02-01 00:00:00
183,200,1,2025-07-01 00:00:00
299,74,0,N/A
263,106,1,2025-09-12 00:00:00
121,169,1,2025-03-26 00:00:00
270,106,1,2025-08-18 00:00:00
147,118,0,N/A
274,196,1,2025-10-19 00:00:00
272,85,1,2026-02-27 00:00:00
220,128,0,N/A
111,56,1,2025-04-06 00:00:00
285,162,0,N/A
110,101,1,2025-09-26 00:00:00
261,13,0,N/A
297,165,0,N/A
247,113,0,N/A
239,65,1,2026-02-28 00:00:00
264,13,1,2025-07-26 00:00:00
165,97,1,2026-02-22 00:00:00
242,15,1,2025-04-15 00:00:00
102,36,0,N/A
225,48,0,N/A
294,132,0,N/A
154,154,0,N/A
237,86,0,N/A
130,105,1,2025-09-12 00:00:00
147,153,1,2025-07-01 00:00:00
245,141,0,N/A
232,33,1,2025-11-27 00:00:00
158,19,0,N/A
271,161,1,2025-06-24 00:00:00
258,15,1,2025-05-23 00:00:00
265,81,1,2025-11-16 00:00:00
112,82,0,N/A
245,15,1,2025-06-21 00:00:00
237,153,1,2025-05-02 00:00:00
221,70,1,2025-06-17 00:00:00
182,46,1,2025-10-23 00:00:00
262,163,1,2025-10-22 00:00:00
113,74,1,2025-12-08 00:00:00
281,69,0,N/A
282,178,1,2026-02-26 00:00:00
117,95,0,N/A
274,102,1,2025-07-21 00:00:00
253,98,0,N/A
116,181,1,2025-07-16 00:00:00
286,109,0,N/A
248,86,0,N/A
223,15,1,2025-09-22 00:00:00
156,145,0,N/A
262,80,1,2026-02-06 00:00:00
212,126,1,2025-08-23 00:00:00
112,63,1,2025-10-14 00:00:00
168,128,1,2025-09-04 00:00:00
279,71,1,2025-07-24 00:00:00
109,130,1,2025-09-08 00:00:00
159,68,0,N/A
250,143,0,N/A
172,3,0,N/A
243,163,1,2025-05-08 00:00:00
193,128,1,2025-10-19 00:00:00
219,81,0,N/A
289,24,0,N/A
172,194,1,2026-01-18 00:00:00
224,17,0,N/A
290,110,1,2025-06-04 00:00:00
107,74,1,2026-03-16 00:00:00
151,64,0,N/A
227,162,1,2026-01-02 00:00:00
156,119,0,N/A
181,16,0,N/A
241,164,0,N/A
155,7,1,2026-01-09 00:00:00
259,194,0,N/A
142,150,0,N/A
170,18,0,N/A
187,55,0,N/A
282,134,1,2025-05-17 00:00:00
212,171,0,N/A
229,155,1,2025-08-17 00:00:00
286,153,0,N/A
103,181,1,2025-06-16 00:00:00
228,70,0,N/A
234,66,1,2026-01-18 00:00:00
258,72,0,N/A
207,19,0,N/A
193,8,0,N/A
199,103,1,2025-11-29 00:00:00
254,150,0,N/A
151,162,1,2025-11-11 00:00:00
164,107,1,2026-02-13 00:00:00
185,153,1,2025-09-02 00:00:00
142,144,0,N/A
225,197,1,2026-03-02 00:00:00
195,60,1,2025-10-23 00:00:00
198,43,0,N/A
100,72,1,2025-04-09 00:00:00
225,66,1,2025-10-20 00:00:00
179,67,0,N/A
182,179,0,N/A
177,175,1,2026-03-04 00:00:00
252,152,0,N/A
297,176,1,2025-05-05 00:00:00
156,89,0,N/A
294,26,1,2025-06-29 00:00:00
196,7,1,2025-09-17 00:00:00
239,61,0,N/A
199,70,1,2025-03-26 00:00:00
246,79,0,N/A
255,183,1,2025-03-21 00:00:00
297,132,1,2025-07-19 00:00:00
110,139,1,2025-06-29 00:00:00
216,44,1,2025-08-04 00:00:00
136,124,0,N/A
296,89,1,2025-11-19 00:00:00
252,52,0,N/A
146,140,1,2025-10-19 00:00:00
295,190,0,N/A
155,23,1,2025-09-30 00:00:00
206,168,0,N/A
132,187,1,2025-12-11 00:00:00
220,64,1,2025-04-01 00:00:00
248,127,1,2025-05-08 00:00:00
296,128,0,N/A
185,121,1,2026-02-17 00:00:00
107,84,0,N/A
148,163,1,2025-11-21 00:00:00
291,109,0,N/A
172,188,0,N/A
152,146,0,N/A
252,166,1,2025-10-12 00:00:00
251,1,0,N/A
300,10,0,N/A
106,119,1,2025-06-03 00:00:00
133,91,0,N/A
291,174,1,2025-07-15 00:00:00
135,85,1,2025-06-19 00:00:00
253,133,0,N/A
150,64,0,N/A
214,155,1,2025-06-11 00:00:00
236,200,1,2025-09-19 00:00:00
213,30,0,N/A
126,176,1,2025-06-18 00:00:00
191,53,1,2025-11-29 00:00:00
232,95,0,N/A
278,49,1,2025-09-04 00:00:00
238,80,1,2025-11-11 00:00:00
139,188,0,N/A
238,119,0,N/A
298,96,1,2025-09-17 00:00:00
297,195,0,N/A
207,162,1,2026-02-20 00:00:00
278,171,0,N/A
142,187,0,N/A
144,67,0,N/A
142,161,1,2025-12-07 00:00:00
186,54,0,N/A
172,155,0,N/A
104,171,0,N/A
193,112,1,2025-08-30 00:00:00
172,54,0,N/A
153,129,0,N/A
256,37,1,2025-09-15 00:00:00
221,178,0,N/A
170,187,1,2026-03-12 00:00:00
234,95,1,2025-04-01 00:00:00
254,9,1,2025-08-19 00:00:00
166,168,1,2025-12-04 00:00:00
280,33,1,2025-10-20 00:00:00
117,26,1,2025-12-21 00:00:00
210,177,1,2026-01-27 00:00:00
229,107,0,N/A
277,120,0,N/A
115,75,1,2025-07-02 00:00:00
241,83,1,2025-08-30 00:00:00
131,132,0,N/A
259,87,1,2025-06-10 00:00:00
149,11,1,2025-08-27 00:00:00
102,98,1,2025-05-26 00:00:00
210,181,0,N/A
178,105,0,N/A
224,41,0,N/A
137,16,1,2025-05-09 00:00:00
295,130,0,N/A
260,10,1,2025-06-07 00:00:00
252,125,1,2026-03-04 00:00:00
260,56,1,2026-03-07 00:00:00
114,190,1,2026-02-28 00:00:00
161,43,1,2026-01-08 00:00:00
268,161,1,2025-07-27 00:00:00
244,50,1,2025-04-15 00:00:00
244,40,1,2025-09-19 00:00:00
276,44,1,2025-10-07 00:00:00
290,165,1,2025-03-31 00:00:00
281,194,0,N/A
191,176,1,2025-06-09 00:00:00
256,115,0,N/A
253,58,0,N/A
221,193,1,2025-07-11 00:00:00
224,31,0,N/A
195,87,0,N/A
200,40,1,2025-06-22 00:00:00
274,175,1,2025-10-23 00:00:00
123,32,0,N/A
295,167,0,N/A
110,169,0,N/A
251,140,0,N/A
150,25,1,2025-07-15 00:00:00
135,84,0,N/A
172,139,0,N/A
129,157,0,N/A
117,68,0,N/A
107,179,0,N/A
254,77,0,N/A
259,92,0,N/A
254,49,0,N/A
248,28,0,N/A
145,140,0,N/A
149,92,0,N/A
149,50,0,N/A
180,55,0,N/A
117,79,0,N/A
194,28,0,N/A
204,109,1,2026-01-31 00:00:00
228,132,1,2026-01-03 00:00:00
177,105,0,N/A
146,97,1,2026-02-07 00:00:00
263,24,1,2025-09-24 00:00:00
149,120,1,2025-12-19 00:00:00
253,55,0,N/A
169,178,1,2025-11-01 00:00:00
253,181,0,N/A
204,43,1,2025-05-27 00:00:00
290,197,0,N/A
252,167,0,N/A
153,87,1,2026-01-06 00:00:00
298,115,0,N/A
161,81,0,N/A
264,140,1,2026-01-20 00:00:00
122,195,0,N/A
185,139,0,N/A
276,179,1,2026-03-16 00:00:00
114,4,1,2025-09-09 00:00:00
269,62,0,N/A
209,53,0,N/A
107,21,0,N/A
241,26,0,N/A
256,102,0,N/A
228,119,1,2025-04-24 00:00:00
211,48,0,N/A
182,113,1,2025-05-25 00:00:00
107,44,0,N/A
121,11,1,2025-10-28 00:00:00
240,96,1,2025-08-25 00:00:00
265,92,0,N/A
216,12,1,2025-06-03 00:00:00
160,126,0,N/A
139,88,0,N/A
218,122,1,2025-07-20 00:00:00
206,148,1,2025-03-24 00:00:00
155,10,0,N/A
100,199,1,2025-04-18 00:00:00
206,34,0,N/A
297,145,1,2026-01-02 00:00:00
163,164,1,2025-09-30 00:00:00
211,6,1,2026-01-14 00:00:00
268,23,0,N/A
256,39,0,N/A
259,186,1,2025-10-30 00:00:00
243,54,1,2026-02-22 00:00:00
134,87,0,N/A
225,133,1,2025-11-08 00:00:00
214,114,0,N/A
194,8,1,2026-02-18 00:00:00
271,135,1,2025-04-14 00:00:00
228,174,1,2025-07-18 00:00:00
143,65,0,N/A
138,44,0,N/A
110,160,1,2025-06-03 00:00:00
113,111,0,N/A
197,102,1,2025-05-31 00:00:00
128,158,1,2025-09-15 00:00:00
121,90,0,N/A
224,164,0,N/A
271,155,1,2025-06-28 00:00:00
188,143,1,2025-10-20 00:00:00
258,160,0,N/A
204,150,1,2025-11-07 00:00:00
185,6,0,N/A
119,109,0,N/A
163,20,1,2025-04-27 00:00:00
190,119,1,2025-10-09 00:00:00
103,177,1,2025-07-10 00:00:00
140,119,0,N/A
209,27,1,2025-12-14 00:00:00
245,95,1,2025-09-09 00:00:00
149,120,1,2025-11-09 00:00:00
129,182,1,2025-04-19 00:00:00
144,78,0,N/A
204,33,0,N/A
165,1,1,2025-04-14 00:00:00
269,110,0,N/A
145,67,0,N/A
148,90,0,N/A
161,91,1,2025-09-11 00:00:00
232,82,1,2025-12-31 00:00:00
151,180,0,N/A
163,39,0,N/A
247,168,1,2025-05-01 00:00:00
107,18,1,2025-06-27 00:00:00
195,147,1,2025-10-01 00:00:00
146,169,1,2025-10-23 00:00:00
256,179,1,2025-03-31 00:00:00
193,37,0,N/A
192,171,0,N/A
111,139,1,2025-10-16 00:00:00
254,88,0,N/A
226,70,0,N/A
201,68,0,N/A
264,54,0,N/A
277,53,0,N/A
212,98,0,N/A
152,106,0,N/A
176,55,1,2025-08-24 00:00:00
239,186,0,N/A
281,52,1,2025-12-07 00:00:00
247,176,1,2025-11-08 00:00:00
234,94,0,N/A
283,5,0,N/A
118,196,0,N/A
103,160,1,2025-12-11 00:00:00
280,105,1,2025-04-13 00:00:00
121,140,1,2025-09-24 00:00:00
263,2,0,N/A
215,41,0,N/A
194,4,1,2025-07-04 00:00:00
237,48,1,2025-08-11 00:00:00
274,69,1,2025-08-27 00:00:00
102,69,1,2026-01-09 00:00:00
205,125,1,2026-03-15 00:00:00
163,82,1,2025-04-20 00:00:00
129,175,1,2025-04-28 00:00:00
152,71,1,2025-06-20 00:00:00
260,154,0,N/A
191,148,0,N/A
109,155,1,2026-01-21 00:00:00
141,170,0,N/A
110,81,1,2025-07-25 00:00:00
161,39,1,2026-01-03 00:00:00
266,49,0,N/A
239,25,1,2025-10-12 00:00:00
268,109,1,2025-04-18 00:00:00
177,137,0,N/A
249,129,0,N/A
238,83,1,2025-06-25 00:00:00
130,144,0,N/A
123,141,0,N/A
102,68,1,2025-08-22 00:00:00
179,60,0,N/A
256,152,1,2025-11-27 00:00:00
114,59,1,2025-07-21 00:00:00
101,13,0,N/A
277,196,0,N/A
181,166,1,2025-12-23 00:00:00
211,125,1,2025-07-01 00:00:00
160,178,0,N/A
288,187,1,2026-02-09 00:00:00
164,97,1,2025-10-23 00:00:00
194,67,0,N/A
224,126,1,2025-04-13 00:00:00
203,103,0,N/A
216,84,0,N/A
185,114,0,N/A
189,92,0,N/A
140,87,0,N/A
288,118,1,2025-04-15 00:00:00
176,137,1,2025-07-29 00:00:00
129,15,0,N/A
268,161,0,N/A
158,2,0,N/A
149,62,1,2026-01-16 00:00:00
185,8,1,2026-02-18 00:00:00
148,77,0,N/A
119,163,0,N/A
122,55,1,2025-07-06 00:00:00
186,98,0,N/A
198,29,0,N/A
153,170,0,N/A
222,192,1,2025-10-02 00:00:00
100,34,0,N/A
139,174,1,2025-10-12 00:00:00
277,25,1,2026-01-30 00:00:00
288,83,1,2026-02-08 00:00:00
297,155,1,2025-04-28 00:00:00
235,6,0,N/A
130,146,0,N/A
196,72,0,N/A
225,10,0,N/A
205,44,1,2025-03-25 00:00:00
128,94,1,2025-05-27 00:00:00
196,70,0,N/A
255,131,0,N/A
129,7,1,2025-11-29 00:00:00
135,142,1,2025-05-18 00:00:00
268,62,0,N/A
137,143,0,N/A
260,112,1,2026-03-06 00:00:00
297,49,0,N/A
267,14,1,2025-04-20 00:00:00
133,94,0,N/A
204,167,1,2025-11-27 00:00:00
111,175,0,N/A
159,73,1,2026-02-26 00:00:00
119,183,1,2026-01-07 00:00:00
294,56,0,N/A
273,175,1,2025-09-15 00:00:00
190,188,1,2025-05-13 00:00:00
191,197,0,N/A
101,78,0,N/A
119,49,0,N/A
228,174,0,N/A
153,179,0,N/A
183,56,0,N/A
146,143,1,2025-07-31 00:00:00
228,162,0,N/A
218,1,0,N/A
156,142,1,2026-03-01 00:00:00
125,63,0,N/A
148,37,1,2026-01-22 00:00:00
182,28,1,2025-05-06 00:00:00
145,52,1,2025-12-06 00:00:00
118,192,0,N/A
104,148,0,N/A
196,1,0,N/A
168,122,1,2025-07-01 00:00:00
200,154,1,2026-02-07 00:00:00
100,35,1,2025-06-13 00:00:00
137,29,0,N/A
274,96,0,N/A
129,71,1,2025-06-04 00:00:00
206,47,0,N/A
253,39,0,N/A
125,29,1,2025-09-06 00:00:00
101,148,0,N/A
108,162,1,2025-10-26 00:00:00
189,81,0,N/A
168,163,0,N/A
280,102,1,2025-09-24 00:00:00
218,106,1,2025-07-27 00:00:00
232,12,1,2025-12-30 00:00:00
249,199,1,2025-06-25 00:00:00
112,118,0,N/A
174,74,1,2026-03-04 00:00:00
290,77,0,N/A
198,190,0,N/A
256,187,0,N/A
179,96,1,2025-07-16 00:00:00
222,40,1,2025-09-30 00:00:00
111,37,1,2025-09-19 00:00:00
179,128,1,2025-10-01 00:00:00
148,55,0,N/A
293,106,0,N/A
204,110,0,N/A
295,103,0,N/A
273,70,1,2025-06-09 00:00:00
117,54,1,2025-11-09 00:00:00
219,28,1,2025-10-26 00:00:00
284,42,1,2025-04-30 00:00:00
124,182,0,N/A
190,4,1,2026-01-11 00:00:00
196,101,1,2025-10-31 00:00:00
143,15,1,2025-11-30 00:00:00
291,136,1,2026-02-20 00:00:00
